date,open,high,low,close,vol,amount,post_close,MA_Mean_value,MA_Sum_value,EMA_Mean_value,EMA_Sum_value,MACD_DIF_value,MACD_DEA_value,MACD_MACD_value,KDJ_K_value,KDJ_D_value,KDJ_J_value,BOLL_upper_value,BOLL_middle_value,BOLL_lower_value,RSI_RSI_value,ASI_ASI_value,WR_WR_value,CR_CR_value,RT_RT_value,WVAD_WVAD_value,EMV_EMV_value,CCI_CCI_value,ROC_ROC_value,MIKE_WEKR_value,MIKE_MIDR_value,MIKE_STOR_value,MIKE_WEKS_value,MIKE_MIDS_value,MIKE_STOS_value,BIAS_BIAS_value
2007-1-18,1942.988,1963.923,1925.761,1926.977,4476532,3905507328,1900.287,1928.5386666666668,17356.848,1932.7476340872197,17356.848,17.398556127511483,9.497509729613785,15.802092795795396,75.8758021388997,79.02921135512779,69.56898370644353,2023.201385429417,1928.5386666666668,1833.8759479039165,61.50955730203436,75.80425000000002,40.89996715448333,593.9054288554976,-3.0804351828203735,14151980.540626194,4.0857644273705555e-08,-7584.92111160298,3.5328383541359707,2064.1549999999997,2130.694,2197.233,1872.348,1747.08,1621.812,0.08097668424589832
2007-1-19,1937.038,1954.15,1937.038,1950.055,4568334,4139008768,1984.532,1938.408888888889,17445.68,1936.2091072697758,17445.68,18.074833804379978,11.212974544567025,13.723718519625905,71.8504114130537,76.63627804110308,62.27867815695495,2020.6472423875628,1938.408888888889,1856.170535390215,61.363047677312906,32.391750000000116,36.200370038638255,811.9653274326491,1.19051235963763,9397444.819654819,-1.3749779641425317e-07,-7334.231085278045,3.8932220908054456,2041.6930000000002,2100.038,2158.383,1888.7360000000003,1794.1240000000003,1699.5120000000002,0.6008077644436932
2007-1-22,2020.0,2049.511,2020.0,2048.834,6894853,6094191104,2063.199,1957.5037777777777,17617.534,1958.734085815821,17617.534,26.278506242902267,14.226080884234074,24.104850717336387,81.10642345092646,78.1263265110442,87.06661733069097,2052.619482772754,1957.5037777777777,1862.3880727828016,67.93094905127633,115.72724999999997,0.38155247332803627,-696.8359521638954,4.941327353942437,12415493.288043216,1.064356724382672e-07,-6259.274049395592,4.643717752669415,2206.818666666666,2216.881333333333,2226.944,2029.385666666666,1862.015333333333,1694.645,4.6656473034194175
2007-1-23,2095.221,2100.835,2068.314,2068.868,9079707,7938012160,2038.915,1969.8319999999997,17728.487999999998,1980.7608686526569,17728.487999999998,34.004568623591695,18.1817784321056,31.64558038297219,82.74620990647595,79.66628764285477,88.90605443371834,2087.9462575794955,1969.8319999999997,1851.7177424205036,63.36244102242612,88.0435,13.974217182425058,-71586.8438992642,0.9730746945955104,388443.9666360142,1.3659218385688035e-08,-6043.793996234277,6.975904841731219,2286.6,2308.096,2329.592,2057.843,1850.5819999999999,1643.321,5.027636874616734
2007-1-24,2111.708,2143.86,2106.364,2141.704,7974899,8220671488,2151.828,1992.915,17936.235,2012.9494949221257,17936.235,45.480514151213356,23.64152557592715,43.67797715057241,88.23304565375153,82.52187364648702,99.65538966828052,2149.0449243948947,1992.915,1836.7850756051052,72.15075613176258,82.13425000000029,0.7932828516972971,-625.0154222766316,3.4600176076371447,13061018.811755342,2.0728484060602126e-07,-4973.637579650524,10.930954324522556,2389.2073333333333,2402.424666666667,2415.6420000000003,2117.425333333333,1858.8606666666665,1600.2959999999998,7.465897943464735
2007-1-25,2124.167,2155.1910000000007,2089.5,2153.702,6947671,6813778944,2151.184,2017.6970000000001,18159.273,2041.099995937701,18159.273,54.91044852013397,29.895310164768517,50.0302767107309,91.98005096709448,85.67459942002284,104.59095406123777,2195.707223873674,2017.6970000000001,1839.6867761263259,72.15075613176258,66.44650000000047,0.5259384062195955,-684.1526759138668,0.5586448034566871,13791350.818217741,5.154548189486684e-07,-4148.069388110999,14.77553056387952,2393.5173333333337,2415.9106666666676,2438.3040000000015,2110.404333333333,1849.684666666666,1588.9649999999992,6.740605750020945
2007-1-26,2066.515,2100.407,2053.511,2096.036,4881309,4636913152,2070.777,2042.0957777777778,18378.862,2052.0871967501607,18378.862,57.07267688871707,35.33078350955823,43.48378675831768,86.05887952281876,85.80269278762148,86.5712529932133,2194.3016657724506,2042.0957777777778,1889.8898897831048,71.63212948161919,134.22225000000037,25.78346336573267,-1925.4678362574246,-2.714028001860491,16259337.395200169,2.6812387019846544e-07,-3575.4661809253275,4.518242009428427,2240.8749999999995,2312.7480000000005,2384.6210000000015,2011.4449999999988,1853.887999999999,1696.3309999999992,2.641414903708403
2007-1-29,2181.8720000000008,2213.63,2179.923,2209.18,9269371,8099827712,2184.4970000000008,2064.735111111111,18582.616,2083.5057574001285,18582.616,67.14206177135384,41.693039161917355,50.898045218872966,90.19063900444137,87.26534152656143,96.04123396020123,2246.191604525298,2064.735111111111,1883.2786176969244,70.66398555128818,167.4992500000002,1.5458420323134032,-3014.9834119482125,5.257346406922192,18861657.90465244,3.736944614849383e-07,-3618.8528302666978,11.167134647705879,2476.061,2488.78,2501.4990000000003,2188.192,1913.042,1637.8919999999998,6.995807264165597
2007-1-30,2232.204,2238.693,2226.192,2236.508,6912268,5340193280,2207.371,2092.429333333334,18831.864000000005,2114.106205920103,18831.864000000005,76.4460406763103,48.64363946479595,55.6048024230287,93.22768108287173,89.25278804533153,101.1774671579521,2293.189373370079,2092.429333333334,1891.6692932965889,75.07143642158476,65.59700000000021,0.6982347602675337,-672.7537555362915,1.2294314948991136,23441745.854849946,4.777998843978518e-07,-3341.00517949423,16.063035521441083,2541.8343333333337,2546.729666666667,2551.6250000000005,2228.9023333333334,1920.8656666666666,1612.8289999999997,6.885712428679351
2007-1-31,2186.416,2193.574,2164.957000000001,2164.957000000001,4765005,3851735040,2147.4770000000008,2118.8715555555564,19069.84400000001,2124.276364736083,19069.84400000001,77.15653080781408,54.346217733399584,45.62062614882899,87.33718129884295,88.61425246316867,84.78303897019151,2285.2424979332873,2118.8715555555564,1952.5006131778252,73.32519982824691,94.0939999999988,24.443818269214624,-731.2552876755042,-3.2515221076687695,21746761.106041346,5.251988803785422e-07,-3019.0816176283943,11.020304555512574,2411.954000000001,2476.1510000000007,2540.3480000000004,2110.299000000001,1872.8410000000003,1635.3829999999998,2.1749994389046896
2007-2-1,2021.442,2052.899,2015.882,2047.728,5207210,4476627456,2012.853,2129.724111111112,19167.517000000007,2108.9666917888667,19167.517000000007,67.48230477628158,56.97343514197599,21.01773926861118,62.98906458052338,80.07252316895357,28.822147403663024,2259.3059650548885,2129.724111111112,2000.1422571673356,57.404069018799895,210.46875000000102,85.70716885611573,196.68701318326035,-5.566961396844139,21969327.637901124,-6.75873983530555e-07,-3060.0359893226037,-0.05398192337689472,2061.7906666666668,2261.6473333333333,2461.5040000000004,1838.9796666666666,1816.0253333333333,1793.071,3.8500813642163854
2007-2-2,2052.953,2057.1620000000007,2006.079,2006.29,3712674,3401809408,1996.881,2124.997000000001,19124.97300000001,2088.431353431093,19124.97300000001,55.82815840085004,56.7443797937508,-1.8324427858015184,42.02294579097809,67.38933070962841,-8.709824046322552,2268.4038609175395,2124.997000000001,1981.5901390824627,44.7679125753512,52.937500000000455,99.90929178811248,59.71037302299962,-2.044364046476055,11841214.965691855,-1.1492322698030239e-06,-4139.967289170167,-3.024745899690071,2040.2750000000008,2255.7910000000006,2471.3070000000007,1807.6610000000005,1790.563,1773.4649999999997,5.58621965113368
2007-2-5,1943.056,1956.422,1910.819,1910.819,4043821,3613151488,1928.588,2107.436000000001,18966.92400000001,2052.908882744875,18966.92400000001,38.44527838134286,53.08455951126922,-29.27856225985272,28.015297193985393,54.26465287108074,-24.4834141602053,2303.18946173752,2107.436000000001,1911.6825382624822,35.7501638278224,132.07074999999998,100.0,2.167575610163052,-4.875529942873502,16340247.706210122,-2.5902305931301395e-06,-7978.949266728177,-10.780434644563403,1941.2209999999995,2253.8940000000002,2566.5670000000005,1613.3469999999993,1598.1459999999995,1582.9449999999997,9.32967833898638
2007-2-6,1901.576,1908.794,1850.394,1859.052,6641742,6040257536,1883.462,2076.030222222223,18684.272000000008,2014.1375061959002,18684.272000000008,20.258528754875897,46.51935335999056,-52.52164921022933,19.42010647315141,42.649804071770966,-27.039288724087697,2323.562127902239,2076.030222222223,1828.4983165422072,24.40470192531538,69.4967499999999,97.77027496851655,-16.12395262682396,-2.746526558733553,5124309.669099684,-3.297482771057427e-06,23682.064932764297,-13.681094227520813,1895.0993333333333,2261.045666666667,2626.992,1506.8003333333331,1484.4476666666665,1462.0949999999998,10.451592655041672
2007-2-7,1964.255,1996.882,1964.255,1987.066,8267001,7601935872,2021.251,2057.5151111111118,18517.636000000006,2008.72320495672,18517.636000000006,15.990727437787882,40.41362817555002,-48.84580147552428,24.679277092169034,36.659628411903654,0.7185744526997979,2303.9641533615795,2057.5151111111118,1811.066068860644,38.1584632352105,157.11900000000009,64.80238166979571,10.464438731791253,6.659249854534632,7780433.688653135,-2.837435409302977e-06,7881.251669302386,-5.198861088263753,2115.0746666666673,2371.0333333333338,2626.992,1726.775666666667,1594.4353333333333,1462.0949999999998,3.4239899736662145
2007-2-8,2006.752,2007.627,1980.527,1983.05,4201970,3852816128,2009.102,2044.9611111111117,18404.650000000005,2003.5885639653761,18404.650000000005,12.144413272687189,34.75978519497746,-45.230743844580545,27.84063932796142,33.719965383922904,16.081987216038456,2293.7817168198912,2044.9611111111117,1796.140505402332,41.56503215458972,49.074749999999824,65.8366362004538,40.55193705056342,-0.20231153798979662,1032557.3235250497,-2.2833970714487603e-06,5717.1417893100415,-10.235924641722264,2130.4086666666662,2378.700333333333,2626.992,1742.1096666666663,1602.102333333333,1462.0949999999998,3.027495768732387
2007-2-9,2024.902,2027.854,2008.283,2008.688,3649673,3404903680,1994.944,2022.6842222222226,18204.158000000003,2004.608451172301,18204.158000000003,11.037717977834063,30.01537175154878,-37.955307547429435,32.14909543145547,33.19634206643376,30.054602161498906,2242.9697623958355,2022.6842222222226,1802.39868204861,32.40836908795281,53.2525,59.233992361556425,2.0921076165068726,1.2845709085960166,-9500746.060018897,-2.6441107724590854e-06,4230.1909701122295,-10.186415608618423,2179.489333333333,2403.2406666666666,2626.992,1791.190333333333,1626.6426666666664,1462.0949999999998,0.6919627922368208
2007-2-12,2004.216,2034.033,2001.653,2030.388,3310785,3102197760,2045.589,1999.7820000000002,17998.038,2009.764360937841,17998.038,11.775917185822664,26.36748083840356,-29.18312730516179,38.91568383970876,35.10278932419209,46.54147287074211,2161.441453345606,1999.7820000000002,1838.1225466543942,31.720235597169378,29.803499999999985,47.55113934378464,-2.537943066158768,1.074513516755804,-9204557.36981019,-2.7299559724398867e-06,3567.1140265803406,-6.21578165293818,2193.655333333333,2365.2046666666665,2536.754,1850.4753333333329,1678.8446666666664,1507.214,1.5304668208834646
2007-2-13,2091.303,2102.48,2088.02,2100.453,3573367,3233465344,2104.378,1992.6148888888888,17933.534,2027.902088750273,17933.534,17.809310671445473,24.65584680501194,-13.693072267132933,59.00909233731562,43.071556995233266,90.88416302148033,2127.9179474186435,1992.6148888888888,1857.3118303591343,44.51427659335192,107.37,0.8040906674706424,53.2723918875315,3.3926127957074392,-3370272.5639759596,-1.988707332341483e-06,4144.903012484478,2.5748048568950517,2343.5746666666664,2349.070333333333,2354.566,2091.4886666666666,1844.8983333333333,1598.308,5.411889257298649
2007-2-14,2112.677,2131.965,2105.592,2131.454,3218372,3359149568,2157.269,2001.917777777778,18017.260000000002,2048.6124710002186,18017.260000000002,24.80638749725904,24.68595494346136,0.2408651075953543,72.61223430564061,52.918449432035715,111.99980405285041,2160.593568537225,2001.917777777778,1843.2419870183307,59.43271682713603,46.232500000000186,0.1814817577094115,604.5080019468103,1.465134019193215,-4776533.927027324,-6.060190074291757e-07,6380.312085289709,6.2385796669474605,2395.6133333333337,2404.5746666666673,2413.536,2114.0423333333338,1841.4326666666668,1568.8229999999999,6.47060651841623
2007-2-15,2192.896,2228.018,2192.896,2227.322,5382099,5017590272,2213.36,2026.476888888889,18238.292,2084.354376800175,18238.292,37.6533236143805,27.27942867764519,20.747789873470616,81.68005276400729,62.505650542692905,120.02885720663605,2239.4037019918255,2026.476888888889,1813.5500757859525,71.65905713691765,127.12024999999994,0.18431031925934596,-593.4723661667962,4.3995591012549795,3890341.6853084182,7.730529542957006e-08,30430.927553477664,16.563735236042774,2581.7633333333333,2593.702666666667,2605.642,2204.1393333333335,1838.4546666666668,1472.77,9.911048688111796
2007-2-16,2255.576,2266.195,2231.742,2231.742,5058205,4587731456,2239.25,2062.135,18559.215,2113.8319014401404,18559.215,47.642081841591335,31.351959310434417,32.580245062313836,85.02472355658435,70.01200821399004,115.05015424177296,2292.4233438899064,2062.135,1831.846656110094,87.79232784581173,81.90549999999996,8.285934858261514,-255.74984382591782,0.19824794834226722,3249759.6962984167,1.6034157951819677e-06,-10180.112767985625,20.04731443768116,2636.058666666667,2659.0273333333334,2681.996,2220.257666666667,1827.4253333333334,1434.5929999999998,8.224825241800366
2007-2-26,2225.869,2226.033,2198.112,2198.768,6741983,6061344768,2215.107,2099.8812222222223,18898.931,2130.8191211521125,18898.931,52.29469775360394,35.54050699906833,33.50838150907123,82.5727297491225,74.19891539236752,99.32035846263244,2293.0150263495457,2099.8812222222223,1906.7474180948986,91.86349504022107,42.44300000000021,22.33125786580119,-219.23832689464388,-1.4885242934307819,1541968.120328487,1.95581108830382e-06,-4592.199659125003,10.653999414211707,2451.020333333334,2509.577666666667,2568.135,2149.080333333334,1905.697666666667,1662.315,4.709160534000572
2007-2-27,2251.204,2253.02,2224.595,2224.752,5097893,5270851584,2117.762,2126.290777777778,19136.617000000002,2149.60569692169,19136.617000000002,57.41675639972709,39.91575687920008,35.00199904105402,83.5460197664709,77.31461685040198,96.00882559860875,2315.4582571575957,2126.290777777778,1937.123298397961,89.12574613329811,61.68324999999993,14.50740019883228,-283.556084092068,1.1748245226136156,-8981907.82729015,1.6666135833483418e-06,-3613.295026742777,12.188396661707976,2487.7176666666664,2519.7903333333334,2551.8630000000003,2202.0496666666663,1948.4543333333331,1694.859,4.630656505274655
2007-2-28,1996.564,2054.4120000000007,1996.564,2018.006,7204254,6462051840,2023.105,2130.174777777778,19171.573000000004,2123.2857575373523,19171.573000000004,44.28288489569513,40.78918248249909,6.98740482639208,58.348129741890006,70.99245448089798,33.059480263874065,2308.5459985500834,2130.174777777778,1951.8035570054728,52.993866378025636,319.97099999999955,92.0476503072718,182.1602291538604,-9.753555356401389,-2636475.8470962895,-3.380293754819767e-07,-3330.3733054789213,0.4638848840636267,2049.424000000001,2292.6250000000005,2535.826,1779.7930000000006,1753.3630000000003,1726.933,5.265707722574476
2007-3-1,2097.103,2097.103,2033.433,2050.555,6087370,5378830336,2073.2870000000007,2134.826666666667,19213.440000000002,2108.739606029882,19213.440000000002,36.08466779258515,39.8482795445163,-7.527223503862302,45.573430776222644,62.51944657933953,11.681399169988879,2302.1217075787567,2134.826666666667,1967.531625754577,53.62235846519643,105.89949999999999,79.97596715511209,202.36995650482643,1.6000593048588918,-4063196.2155628637,-5.0481272728477e-09,-3797.2887665405033,0.9932584313934045,2124.163333333333,2329.9946666666665,2535.826,1854.532333333333,1790.7326666666665,1726.933,3.9474711451983757
2007-3-2,2033.899,2059.495,2032.653,2032.653,2984547,2882052096,2076.161,2135.0783333333334,19215.705,2093.5222848239055,19215.705,27.822262167156623,37.443076069044366,-19.241627803775486,34.843816706594524,53.294236621757854,-2.0570231237321366,2301.749829458029,2135.0783333333334,1968.4068372086376,49.78999744683671,37.698999999999955,86.6154114326617,163.51841243691413,-0.8768651856974508,-6877768.680824429,-1.8145778305238998e-07,-4728.01229289644,-3.2278751297934285,2086.636666666667,2311.2313333333336,2535.826,1817.005666666667,1771.9693333333335,1726.933,4.797263488380989
2007-3-5,2062.032,2075.89,2043.073,2074.4,3873036,3396219648,2034.432,2132.183555555556,19189.652000000002,2089.6978278591246,19189.652000000002,24.3620496439039,34.82687078401628,-20.929642280224755,32.85174464957859,46.480072631031426,5.5950886866729235,2302.0346680410007,2132.183555555556,1962.332443070111,46.85696957945092,43.54849999999982,71.13239946445327,85.49404948977738,2.0330118882873727,-7679262.714591667,-3.9806649638837806e-07,-7152.335330278751,-2.67676431206116,2132.344666666666,2334.0853333333334,2535.826,1862.713666666666,1794.823333333333,1726.933,2.7100647786630074
2007-3-6,2015.689,2048.418,2004.735,2044.879,3310614,3157965568,2046.654,2122.5641111111113,19103.077,2080.7340622873,19103.077,19.01847516393218,31.66519165999946,-25.293432992134562,27.87414098430946,40.278095415457436,3.0662321220135027,2301.0763586771027,2122.5641111111113,1944.0518635451199,40.585899592584965,85.74800000000016,82.08106634622881,40.46930421280563,-1.4333336202246194,-7758443.755365462,-1.0379539789469743e-06,-17871.867671336437,-8.191137159333056,2068.7906666666668,2302.3083333333334,2535.826,1799.1596666666665,1763.0463333333332,1726.933,3.659965355319472
2007-3-7,2086.624,2116.586,2084.209,2115.503,4324557,3910389248,2135.901,2110.139777777778,18991.258,2087.68784982984,18991.258,20.249002563795784,29.381953840758726,-18.265902553925883,33.286683177479205,37.94762466946469,23.96480019350824,2272.6017639934335,2110.139777777778,1947.6777915621224,37.31145493803037,119.14849999999984,55.88823243618128,29.372154594884886,3.3953990241375465,-9176554.299985232,-1.0684642293217592e-06,40694.10942656473,-5.20844255294743,2214.301333333334,2375.063666666667,2535.826,1944.670333333334,1835.801666666667,1726.933,0.25416431075814055
2007-3-8,2134.759,2138.548,2105.877,2113.093,2963571,2851394560,2138.906,2096.956555555556,18872.609000000004,2092.768879863872,18872.609000000004,20.79008240626672,27.663579553860327,-13.746994295187214,37.33719005979869,37.74414646624268,36.523277246910695,2235.2697478406694,2096.956555555556,1958.6433632704425,37.31145493803037,61.55875000000003,54.56179617556235,21.944038458152065,-0.11398583647803662,-7642686.667030808,-1.1077242114620887e-06,11863.079920861226,-3.8965002219424774,2241.7813333333324,2375.6286666666665,2509.4759999999997,1985.3253333333328,1862.7166666666665,1740.1080000000002,0.7695173465417263
2007-3-9,2154.508,2171.672,2154.508,2166.37,5073309,4658524672,2143.307,2093.356777777778,18840.211000000003,2107.489103891098,18840.211000000003,25.227098437761015,27.176283330640466,-3.898369785758902,46.962302601552764,40.816865178012705,59.25317744863287,2222.249055901033,2093.356777777778,1964.4644996545233,46.86547507055505,71.21150000000011,33.787472314939066,63.77970822054573,2.490020486507216,2407445.803906944,-7.871561298044012e-07,10935.997215780995,-2.6242026077513385,2331.8026666666665,2420.6393333333335,2509.4759999999997,2075.346666666667,1907.7273333333335,1740.1080000000002,3.487853718835723
2007-3-12,2146.979,2148.292,2127.092,2140.843,5423096,4696830464,2133.542,2084.0335555555557,18756.302000000003,2114.1598831128786,18756.302000000003,26.379562867703953,27.016939238053165,-1.2747527406984247,58.77296633678527,46.80223223093689,82.71443454848203,2181.985194834498,2084.0335555555557,1986.0819162766131,41.473091256829484,51.2824999999998,17.605706192749725,25.457823486079885,-1.185327908250855,5581862.166341027,-1.0459729212713436e-06,9184.469372924286,6.087048304118013,2280.920666666666,2313.850333333333,2346.7799999999997,2105.8126666666662,1963.6343333333332,1821.4560000000001,2.7259371276917865
2007-3-13,2145.178,2147.5,2126.119,2130.848,3931979,3709962496,2143.853,2096.5715555555557,18869.144,2117.497506490303,18869.144,26.184547103497152,26.850460811141964,-1.3318274152896237,64.36373275093366,52.656065737602475,87.77906677759606,2186.026247511806,2096.5715555555557,2007.1168635993054,73.09577461672082,21.941999999999894,24.454734420769533,637.0302081228502,-0.4679654141730438,276230.08669193974,8.585677700244086e-07,18926.52961267627,3.9156716108565788,2264.9096666666674,2301.7593333333334,2338.6090000000004,2097.972666666667,1967.8853333333334,1837.7979999999998,1.6348807343883645
2007-3-14,2119.868,2119.868,2074.585,2078.952,5631951,5175910400,2102.884,2099.726777777778,18897.541,2109.7884051922424,18897.541,21.593505725802515,25.799069794074075,-8.41112813654312,57.72851816051415,54.346883211906366,64.49178805772972,2184.3386913375534,2099.726777777778,2015.1148642180026,57.022864499783225,65.33549999999991,55.54191102032487,147.38840997360222,-2.4656101971244127,-362219.5652437899,4.138238924870698e-08,34271.341635873454,2.277762116800074,2177.535,2258.072,2338.6090000000004,2010.5979999999995,1924.1979999999996,1837.7979999999998,0.9894038594756802
2007-3-15,2098.638,2123.764,2098.638,2119.711,2805506,2822398720,2120.35,2109.399888888889,18984.599000000002,2111.772924153794,18984.599000000002,21.001886347542495,24.839633104767763,-7.675493514450537,61.44364095901145,56.71246912760805,70.90598462181823,2179.847668057067,2109.399888888889,2038.9521097207112,65.87086047276058,59.408000000000015,31.12611344399396,263.6536415287534,1.9415838050429457,2129280.687538629,3.445517431578321e-07,-64024.590613956505,2.1842942537601084,2223.3403333333335,2280.974666666667,2338.6090000000004,2056.403333333333,1947.1006666666665,1837.7979999999998,0.4888172776259118
2007-3-16,2145.919,2154.277,2133.424,2138.096,4091116,3997925888,2135.873,2116.4772222222223,19048.295000000002,2117.037539323035,19048.295000000002,21.765638842095996,24.22483425223341,-4.91839082027483,67.59143505543804,60.33879110355137,82.09672295921138,2184.183051032699,2116.4772222222223,2048.7713934117455,63.121359775715646,60.90725000000009,20.112976751708725,329.63146751356277,0.8635954735475515,-865162.3341434172,3.852960277927063e-07,-21715.11218072879,4.5585582325409035,2279.1296666666676,2308.869333333334,2338.6090000000004,2112.1926666666673,1974.9953333333335,1837.7979999999998,1.0214510012575901
